year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1977,1978,50,COSTUME DESIGN,Female,Irene Sharaff,White,The Other Side of Midnight,FALSE
1977,1978,50,COSTUME DESIGN,Male,John Mollo,White,Star Wars,TRUE
1977,1978,50,DIRECTING,Male,Woody Allen,White,Annie Hall,TRUE
1977,1978,50,DIRECTING,Male,Steven Spielberg,White,Close Encounters of the Third Kind,FALSE
1977,1978,50,DIRECTING,Male,Fred Zinnemann,White,Julia,FALSE
1977,1978,50,DIRECTING,Male,George Lucas,White,Star Wars,FALSE
1977,1978,50,DIRECTING,Male,Herbert Ross,White,The Turning Point,FALSE
1977,1978,50,DOCUMENTARY (Feature),Male,"Robert Dornhelm and Earle Mack, Producers",White,The Children of Theatre Street,FALSE
1977,1978,50,DOCUMENTARY (Feature),Male,"Bill Brind, Torben Schioler and Tony Ianzelo, Producers",White,High Grass Circus,FALSE
1977,1978,50,DOCUMENTARY (Feature),Male,"Harry Rasky, Producer",White,Homage to Chagall--The Colours of Love,FALSE
1977,1978,50,DOCUMENTARY (Feature),Female,"James Klein, Julia Reichert and Miles Mogulescu, Producers",White,Union Maids,FALSE
1977,1978,50,DOCUMENTARY (Feature),Male,"John Korty, Dan McCann and Warren L. Lockhart, Producers",White,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,TRUE
1977,1978,50,DOCUMENTARY (Short Subject),Male,"Moctesuma Esparza, Producer",Hispanic,"Agueda Martinez: Our People, Our Country",FALSE
1977,1978,50,DOCUMENTARY (Short Subject),Female,"Helen Whitney and DeWitt L. Sage, Jr., Producers",White,First Edition,FALSE
1977,1978,50,DOCUMENTARY (Short Subject),Male,"John Joseph and Jan Stussy, Producers",White,Gravity Is My Enemy,TRUE
1977,1978,50,DOCUMENTARY (Short Subject),Male,"James R. Messenger and Paul N. Raimondi, Producers",White,"Of Time, Tombs and Treasure",FALSE
1977,1978,50,DOCUMENTARY (Short Subject),Male,"Douglas Gordon, Producer",White,The Shetland Experience,FALSE
1977,1978,50,FILM EDITING,Male,Michael Kahn,White,Close Encounters of the Third Kind,FALSE
1977,1978,50,FILM EDITING,Male,Walter Murch,White,Julia,FALSE
1977,1978,50,FILM EDITING,Male,"Walter Hannemann, Angelo Ross",White,Smokey and the Bandit,FALSE
1977,1978,50,FILM EDITING,Female,"Paul Hirsch, Marcia Lucas, Richard Chew",White,Star Wars,TRUE
1977,1978,50,FILM EDITING,Male,William Reynolds,White,The Turning Point,FALSE
1977,1978,50,FOREIGN LANGUAGE FILM,Male,Greece,White,Iphigenia,FALSE
1977,1978,50,FOREIGN LANGUAGE FILM,Male,France,White,Madame Rosa,TRUE
1977,1978,50,FOREIGN LANGUAGE FILM,Male,Israel,Asian,Operation Thunderbolt,FALSE
1977,1978,50,FOREIGN LANGUAGE FILM,Male,Italy,White,A Special Day,FALSE
1977,1978,50,FOREIGN LANGUAGE FILM,Male,Spain,White,That Obscure Object of Desire,FALSE
1977,1978,50,MUSIC (Original Score),Male,John Williams,White,Close Encounters of the Third Kind,FALSE
1977,1978,50,MUSIC (Original Score),Male,Georges Delerue,White,Julia,FALSE
1977,1978,50,MUSIC (Original Score),Male,Maurice Jarre,White,Mohammad - Messenger of God,FALSE
1977,1978,50,MUSIC (Original Score),Male,Marvin Hamlisch,White,The Spy Who Loved Me,FALSE
1977,1978,50,MUSIC (Original Score),Male,John Williams,White,Star Wars,TRUE
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Male,Adaptation Score by Jonathan Tunick,White,A Little Night Music,TRUE
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Male,Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal,White,Pete's Dragon,FALSE
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Female,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley,White,The Slipper and the Rose--The Story of Cinderella,FALSE
1977,1978,50,MUSIC (Original Song),Male,Music and Lyrics by Al Kasha and Joel Hirschhorn,White,Pete's Dragon,FALSE
1977,1978,50,MUSIC (Original Song),Female,Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,White,The Spy Who Loved Me,FALSE
1977,1978,50,MUSIC (Original Song),Male,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,White,The Slipper and the Rose--The Story of Cinderella,FALSE
1977,1978,50,MUSIC (Original Song),Female,Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,White,The Rescuers,FALSE
1977,1978,50,MUSIC (Original Song),Male,Music and Lyrics by Joseph Brooks,White,You Light Up My Life,TRUE
1977,1978,50,BEST PICTURE,Male,"Charles H. Joffe, Producer",White,Annie Hall,TRUE
1977,1978,50,BEST PICTURE,Male,"Ray Stark, Producer",White,The Goodbye Girl,FALSE
1977,1978,50,BEST PICTURE,Male,"Richard Roth, Producer",White,Julia,FALSE
1977,1978,50,BEST PICTURE,Male,"Gary Kurtz, Producer",White,Star Wars,FALSE
1977,1978,50,BEST PICTURE,Male,"Herbert Ross and Arthur Laurents, Producers",White,The Turning Point,FALSE
1977,1978,50,SHORT FILM (Animated),Male,"Ishu Patel, Producer",Asian,The Bead Game,FALSE
1977,1978,50,SHORT FILM (Animated),Male,"John Hubley, Faith Hubley and Garry Trudeau, Producers",White,The Doonesbury Special,FALSE
1977,1978,50,SHORT FILM (Animated),Male,"James Picker, Robert Grossman and Craig Whitaker, Producers",White,Jimmy the C,FALSE
1977,1978,50,SHORT FILM (Animated),Male,"Co Hoedeman, Producer",White,The Sand Castle,TRUE
1977,1978,50,SHORT FILM (Live Action),Male,"William E. McEuen, Producer",White,The Absent-Minded Waiter,FALSE
1977,1978,50,SHORT FILM (Live Action),Male,"Jerry Butts, Producer",White,Floating Free,FALSE
1977,1978,50,SHORT FILM (Live Action),Female,"Beverly Shaffer and Yuki Yoshida, Producers",White,I'll Find a Way,TRUE
1977,1978,50,SHORT FILM (Live Action),Male,"Saul Bass, Producer",White,Notes on the Popular Arts,FALSE
1977,1978,50,SHORT FILM (Live Action),Male,"Philip Dauber, Producer",White,Spaceborne,FALSE
1977,1978,50,SOUND,Male,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",White,Close Encounters of the Third Kind,FALSE
1977,1978,50,SOUND,Male,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",White,The Deep,FALSE
1977,1978,50,SOUND,Male,"Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme",White,Sorcerer,FALSE
1977,1978,50,SOUND,Male,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",White,Star Wars,TRUE
1977,1978,50,SOUND,Male,"Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost",White,The Turning Point,FALSE
1977,1978,50,VISUAL EFFECTS,Male,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",White,Close Encounters of the Third Kind,FALSE
1977,1978,50,VISUAL EFFECTS,Male,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",White,Star Wars,TRUE
1977,1978,50,WRITING (Adapted Screenplay),Male,Peter Shaffer,White,Equus,FALSE
1977,1978,50,WRITING (Adapted Screenplay),Male,"Gavin Lambert, Lewis John Carlino",White,I Never Promised You a Rose Garden,FALSE
1977,1978,50,WRITING (Adapted Screenplay),Male,Alvin Sargent,White,Julia,TRUE
1977,1978,50,WRITING (Adapted Screenplay),Male,Larry Gelbart,White,"Oh, God!",FALSE
1977,1978,50,WRITING (Adapted Screenplay),Male,"Luis Buñuel, Jean-Claude Carrière",White,That Obscure Object of Desire,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Male,"Woody Allen, Marshall Brickman",White,Annie Hall,TRUE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Male,Neil Simon,White,The Goodbye Girl,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Male,Robert Benton,White,The Late Show,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Male,George Lucas,White,Star Wars,FALSE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Male,Arthur Laurents,White,The Turning Point,FALSE
1977,1978,50,SPECIAL ACHIEVEMENT AWARD,Male, Benjamin Burtt,White,,TRUE
1977,1978,50,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Male,Frank E. Warner,White,Close Encounters of the Third Kind,TRUE
1977,1978,50,JEAN HERSHOLT HUMANITARIAN AWARD,Male,Charlton Heston,White,,TRUE
1977,1978,50,HONORARY AWARD,Female, Margaret Booth for her exceptional contribution to the art of film editing in the motion picture industry.,White,,TRUE
1977,1978,50,IRVING G. THALBERG MEMORIAL AWARD,Male,Walter Mirisch,White,,TRUE
1978,1979,51,PRODUCTION DESIGN,Male,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson, Bruce Kay",White,The Brink's Job,FALSE
1978,1979,51,PRODUCTION DESIGN,Male,Art Direction:  Albert Brenner;  Set Decoration:  Marvin March,White,California Suite,FALSE
1978,1979,51,PRODUCTION DESIGN,Male,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",White,Heaven Can Wait,TRUE
1978,1979,51,PRODUCTION DESIGN,Male,Art Direction:  Mel Bourne;  Set Decoration:  Daniel Robert,White,Interiors,FALSE
1978,1979,51,PRODUCTION DESIGN,Male,"Art Direction:  Tony Walton, Philip Rosenberg;  Set Decoration:  Edward Stewart, Robert Drumheller",White,The Wiz,FALSE
1978,1979,51,CINEMATOGRAPHY,Male,Nestor Almendros,White,Days of Heaven,TRUE
1978,1979,51,CINEMATOGRAPHY,Male,Vilmos Zsigmond,White,The Deer Hunter,FALSE
1978,1979,51,CINEMATOGRAPHY,Male,William A. Fraker,Hispanic,Heaven Can Wait,FALSE
1978,1979,51,CINEMATOGRAPHY,Male,Robert Surtees,White,"Same Time, Next Year",FALSE
1978,1979,51,CINEMATOGRAPHY,Male,Oswald Morris,White,The Wiz,FALSE
1978,1979,51,COSTUME DESIGN,Female,Renie Conley,White,Caravans,FALSE
1978,1979,51,COSTUME DESIGN,Female,Patricia Norris,White,Days of Heaven,FALSE
1978,1979,51,COSTUME DESIGN,Male,Anthony Powell,White,Death on the Nile,TRUE
1978,1979,51,COSTUME DESIGN,Male,Paul Zastupnevich,White,The Swarm,FALSE
1978,1979,51,COSTUME DESIGN,Male,Tony Walton,White,The Wiz,FALSE
1978,1979,51,DIRECTING,Male,Hal Ashby,White,Coming Home,FALSE
1978,1979,51,DIRECTING,Male,Michael Cimino,White,The Deer Hunter,TRUE
1978,1979,51,DIRECTING,Male,"Warren Beatty, Buck Henry",White,Heaven Can Wait,FALSE
1978,1979,51,DIRECTING,Male,Woody Allen,White,Interiors,FALSE
1978,1979,51,DIRECTING,Male,Alan Parker,White,Midnight Express,FALSE
1978,1979,51,DOCUMENTARY (Feature),Male,"Albert Lamorisse, Producer",White,The Lovers' Wind,FALSE
1978,1979,51,DOCUMENTARY (Feature),Male,"Alan Root, Producer",White,Mysterious Castles of Clay,FALSE
1978,1979,51,DOCUMENTARY (Feature),Male,"Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers",White,Raoni,FALSE
1978,1979,51,DOCUMENTARY (Feature),Male,"Arnold Shapiro, Producer",White,Scared Straight!,TRUE
1978,1979,51,DOCUMENTARY (Feature),Female,"Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers",White,With Babies and Banners: Story of the Women's Emergency Brigade,FALSE
1978,1979,51,DOCUMENTARY (Short Subject),Male,"Jerry Aronson, Producer",White,The Divided Trail: A Native American Odyssey,FALSE
1978,1979,51,DOCUMENTARY (Short Subject),Male,"K.K. Kapil, Producer",Asian,An Encounter with Faces,FALSE
1978,1979,51,DOCUMENTARY (Short Subject),Female,"Jacqueline Phillips Shedd and Ben Shedd, Producers",White,The Flight of the Gossamer Condor,TRUE
1978,1979,51,DOCUMENTARY (Short Subject),Male,"August Cinquegrana, Producer",White,Goodnight Miss Ann,FALSE
1978,1979,51,DOCUMENTARY (Short Subject),Male,"J. Gary Mitchell, Producer",White,Squires of San Quentin,FALSE
1978,1979,51,FILM EDITING,Male,Robert E. Swink,White,The Boys from Brazil,FALSE
1978,1979,51,FILM EDITING,Male,Don Zimmerman,White,Coming Home,FALSE
1978,1979,51,FILM EDITING,Male,Peter Zinner,White,The Deer Hunter,TRUE
1978,1979,51,FILM EDITING,Male,Gerry Hambling,White,Midnight Express,FALSE
1978,1979,51,FILM EDITING,Male,Stuart Baird,White,Superman,FALSE
1978,1979,51,FOREIGN LANGUAGE FILM,Male,France,White,Get Out Your Handkerchiefs,TRUE
1978,1979,51,FOREIGN LANGUAGE FILM,Male,German Federal Republic,White,The Glass Cell,FALSE
1978,1979,51,FOREIGN LANGUAGE FILM,Male,Hungary,White,Hungarians,FALSE
1978,1979,51,FOREIGN LANGUAGE FILM,Male,Italy,White,Viva Italia!,FALSE
1978,1979,51,FOREIGN LANGUAGE FILM,Male,Union of Soviet Socialist Republics,White,White Bim Black Ear,FALSE
1978,1979,51,MUSIC (Adaptation Score),Male,Joe Renzetti,White,The Buddy Holly Story,TRUE
1978,1979,51,MUSIC (Adaptation Score),Male,Jerry Wexler,White,Pretty Baby,FALSE
1978,1979,51,MUSIC (Adaptation Score),Male,Quincy Jones,Black,The Wiz,FALSE
1978,1979,51,MUSIC (Original Score),Male,Jerry Goldsmith,White,The Boys from Brazil,FALSE
1978,1979,51,MUSIC (Original Score),Male,Ennio Morricone,White,Days of Heaven,FALSE
1978,1979,51,MUSIC (Original Score),Male,Dave Grusin,White,Heaven Can Wait,FALSE
1978,1979,51,MUSIC (Original Score),Male,Giorgio Moroder,White,Midnight Express,TRUE
1978,1979,51,MUSIC (Original Score),Male,John Williams,White,Superman,FALSE
1978,1979,51,MUSIC (Original Song),Male,Music and Lyrics by John Farrar,White,Grease,FALSE
1978,1979,51,MUSIC (Original Song),Male,Music and Lyrics by Paul Jabara,White,Thank God It's Friday,TRUE
1978,1979,51,MUSIC (Original Song),Female,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,White,"Same Time, Next Year",FALSE
1978,1979,51,MUSIC (Original Song),Male,Music by Charles Fox; Lyrics by Norman Gimbel,White,Foul Play,FALSE
1978,1979,51,MUSIC (Original Song),Male,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,White,The Magic of Lassie,FALSE
1978,1979,51,BEST PICTURE,Male,"Jerome Hellman, Producer",White,Coming Home,FALSE
1978,1979,51,BEST PICTURE,Male,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",White,The Deer Hunter,TRUE
1978,1979,51,BEST PICTURE,Male,"Warren Beatty, Producer",White,Heaven Can Wait,FALSE
1978,1979,51,BEST PICTURE,Male,"Alan Marshall and David Puttnam, Producers",White,Midnight Express,FALSE
1978,1979,51,BEST PICTURE,Male,"Paul Mazursky and Tony Ray, Producers",White,An Unmarried Woman,FALSE
1978,1979,51,SHORT FILM (Animated),Male,"Nico Crama, Producer",White,Oh My Darling,FALSE
1978,1979,51,SHORT FILM (Animated),Male,"Will Vinton, Producer",White,Rip Van Winkle,FALSE
1978,1979,51,SHORT FILM (Animated),Female,"Eunice Macaulay and John Weldon, Producers",White,Special Delivery,TRUE
1978,1979,51,SHORT FILM (Live Action),Female,"Jim Belcher and Fern Field, Producers",White,A Different Approach,FALSE
1978,1979,51,SHORT FILM (Live Action),Male,"Andrew Sugerman, Producer",White,Mandy's Grandmother,FALSE
1978,1979,51,SHORT FILM (Live Action),Male,"Seth Pinsker, Producer",White,Strange Fruit,FALSE
1978,1979,51,SHORT FILM (Live Action),Male,"Taylor Hackford, Producer",White,Teenage Father,TRUE
1978,1979,51,SOUND,Male,"Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton",White,The Buddy Holly Story,FALSE
1978,1979,51,SOUND,Male,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas",White,Days of Heaven,FALSE
1978,1979,51,SOUND,Male,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",White,The Deer Hunter,TRUE
1978,1979,51,SOUND,Male,"Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon",White,Hooper,FALSE
1978,1979,51,SOUND,Male,"Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman",White,Superman,FALSE
1978,1979,51,WRITING (Adapted Screenplay),Male,Walter Newman,White,Bloodbrothers,FALSE
1978,1979,51,WRITING (Adapted Screenplay),Male,Neil Simon,White,California Suite,FALSE
1978,1979,51,WRITING (Adapted Screenplay),Female,"Elaine May, Warren Beatty",White,Heaven Can Wait,FALSE
1978,1979,51,WRITING (Adapted Screenplay),Male,Oliver Stone,White,Midnight Express,TRUE
1978,1979,51,WRITING (Adapted Screenplay),Male,Bernard Slade,White,"Same Time, Next Year",FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Male,Ingmar Bergman,White,Autumn Sonata,FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Female,"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",White,Coming Home,TRUE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Male,"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",White,The Deer Hunter,FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Male,Woody Allen,White,Interiors,FALSE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Male,Paul Mazursky,White,An Unmarried Woman,FALSE
1978,1979,51,SPECIAL ACHIEVEMENT AWARD (Visual Effects),Male,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",White,Superman,TRUE
1978,1979,51,JEAN HERSHOLT HUMANITARIAN AWARD,Male,Leo Jaffe,White,,TRUE
1978,1979,51,HONORARY AWARD,Male, Walter Lantz for bringing joy and laughter to every part of the world through his unique animated motion pictures.,White,,TRUE
1978,1979,51,HONORARY AWARD,Male, The Museum of Modern Art Department of Film for the contribution it has made to the public's perception of movies as an art form.,White,,TRUE
1978,1979,51,HONORARY AWARD,Male, Laurence Olivier for the full body of his work,White,,TRUE
1978,1979,51,HONORARY AWARD,Male, King Vidor for his incomparable achievements as a cinematic creator and innovator.,White,,TRUE
1979,1980,52,PRODUCTION DESIGN,Male,"Art Direction:  Michael Seymour, Les Dilley, Roger Christian;  Set Decoration:  Ian Whittaker",White,Alien,FALSE
1979,1980,52,PRODUCTION DESIGN,Male,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",White,All That Jazz,TRUE
1979,1980,52,PRODUCTION DESIGN,Male,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",White,Apocalypse Now,FALSE
1979,1980,52,PRODUCTION DESIGN,Male,Art Direction:  George Jenkins;  Set Decoration:  Arthur Jeph Parker,White,The China Syndrome,FALSE
1979,1980,52,PRODUCTION DESIGN,Female,"Art Direction:  Harold Michelson, Joe Jennings, Leon Harris, John Vallone;  Set Decoration:  Linda DeScenna",White,Star Trek - The Motion Picture,FALSE
1979,1980,52,CINEMATOGRAPHY,Male,Giuseppe Rotunno,White,All That Jazz,FALSE
1979,1980,52,CINEMATOGRAPHY,Male,Vittorio Storaro,White,Apocalypse Now,TRUE
1979,1980,52,CINEMATOGRAPHY,Male,Frank Phillips,White,The Black Hole,FALSE
1979,1980,52,CINEMATOGRAPHY,Male,Nestor Almendros,White,Kramer vs. Kramer,FALSE
1979,1980,52,CINEMATOGRAPHY,Male,William A. Fraker,Hispanic,1941,FALSE
1979,1980,52,COSTUME DESIGN,Female,Shirley Russell,White,Agatha,FALSE
1979,1980,52,COSTUME DESIGN,Male,Albert Wolsky,White,All That Jazz,TRUE
1979,1980,52,COSTUME DESIGN,Male,William Ware Theiss,White,Butch and Sundance: The Early Days,FALSE
1979,1980,52,COSTUME DESIGN,Female,Judy Moorcroft,White,The Europeans,FALSE
1979,1980,52,COSTUME DESIGN,Female,"Piero Tosi, Ambra Danon",White,La Cage aux Folles,FALSE
1979,1980,52,DIRECTING,Male,Bob Fosse,White,All That Jazz,FALSE
1979,1980,52,DIRECTING,Male,Francis Coppola,White,Apocalypse Now,FALSE
1979,1980,52,DIRECTING,Male,Peter Yates,White,Breaking Away,FALSE
1979,1980,52,DIRECTING,Male,Robert Benton,White,Kramer vs. Kramer,TRUE
1979,1980,52,DIRECTING,Male,Edouard Molinaro,White,La Cage aux Folles,FALSE
